"ANO";"Regiao";"SIGLA";"UF";"Dependencia_Administrativa";"Localizacao";"Situacao_Funcionamento";"Fundamental_Nº_Matriculas";"Fundamental_Nº_Turmas";"Fundamental_Nº_Docentes";"Fundamental_Nº_Aprovados";"Fundamental_Nº_Reprovados";"Fundamental_Nº_Abandonos";"Medio_Nº_Matriculas";"Medio_Nº_Turmas";"Medio_Nº_Docentes";"Medio_Nº_Aprovados";"Medio_Nº_Reprovados";"Medio_Nº_Abandonos";"Nº_Escolas"
1996;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Em Atividade";210278;7693;1260;189380;13088;3007;105513;3117;156;81744;8152;7860;864
1996;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;24
1996;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;38
1996;"Sul";"PR";"Paraná";"Estadual";"Rural";"Em Atividade";39150;1605;1260;26987;3240;4080;2304;77;156;1545;103;271;374
1996;"Sul";"PR";"Paraná";"Estadual";"Rural";"Paralisada";0;0;1260;52;20;22;0;0;156;0;0;0;4
1996;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Em Atividade";837705;24850;1260;583342;117135;86077;332650;9076;156;203973;24617;56583;1674
1996;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;2
1996;"Sul";"PR";"Paraná";"Federal";"Rural";"Em Atividade";731;17;1260;390;182;132;0;0;156;0;0;0;12
1996;"Sul";"PR";"Paraná";"Federal";"Urbana";"Em Atividade";498;17;1260;167;115;7;5194;184;156;2825;784;658;9
1996;"Sul";"PR";"Paraná";"Municipal";"Rural";"Em Atividade";156516;3007;1260;119104;24430;11061;205;9;156;97;4;12;5439
1996;"Sul";"PR";"Paraná";"Municipal";"Rural";"Extinta";0;0;1260;78;4;5;0;0;156;0;0;0;24
1996;"Sul";"PR";"Paraná";"Municipal";"Rural";"Paralisada";0;0;1260;495;75;35;0;0;156;0;0;0;77
1996;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Em Atividade";604223;20845;1260;442097;89014;32372;71;3;156;71;5;0;1939
1996;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Paralisada";0;0;1260;137;34;6;0;0;156;0;0;0;2
1996;"Sul";"PR";"Paraná";"Privada";"Rural";"Em Atividade";1065;47;1260;906;111;21;664;25;156;519;41;7;15
1996;"Sul";"PR";"Paraná";"Privada";"Urbana";"Em Atividade";139405;5362;1260;127932;7265;1380;50395;1212;156;38158;3082;3285;562
1996;"Sul";"PR";"Paraná";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sul";"PR";"Paraná";"Privada";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;41;1;10;6
1996;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Em Atividade";27210;773;1260;16421;4080;4609;280;15;156;181;12;60;504
1996;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;6
1996;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Em Atividade";259303;7747;1260;150177;44923;50151;49923;1461;156;29400;4876;12329;744
1996;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;9
1996;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Paralisada";0;0;1260;71;24;19;0;0;156;0;0;0;1
1996;"Nordeste";"PB";"Paraíba";"Federal";"Rural";"Em Atividade";190;7;1260;79;26;13;288;10;156;208;14;25;3
1996;"Nordeste";"PB";"Paraíba";"Federal";"Urbana";"Em Atividade";15;1;1260;0;0;0;2788;85;156;2258;257;254;6
1996;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Em Atividade";134535;3916;1260;74581;25498;28908;0;0;156;0;0;0;4844
1996;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Extinta";0;0;1260;20;1;9;0;0;156;0;0;0;23
1996;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Paralisada";0;0;1260;30;4;3;0;0;156;0;0;0;8
1996;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Em Atividade";147924;5176;1260;79335;29179;31321;3149;120;156;1962;266;669;780
1996;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Extinta";0;0;1260;22;20;16;0;0;156;0;0;0;7
1996;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"PB";"Paraíba";"Privada";"Rural";"Em Atividade";283;18;1260;144;22;15;0;0;156;0;0;0;10
1996;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Em Atividade";102690;4040;1260;89678;7858;4290;24369;623;156;18916;1823;1853;644
1996;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;16
1996;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Paralisada";0;0;1260;0;0;17;0;0;156;0;0;0;4
1996;"Norte";"PA";"Pará";"Estadual";"Rural";"Em Atividade";167073;4500;1260;83543;34279;24777;1940;66;156;1015;228;258;2071
1996;"Norte";"PA";"Pará";"Estadual";"Rural";"Extinta";0;0;1260;40;23;56;0;0;156;0;0;0;2
1996;"Norte";"PA";"Pará";"Estadual";"Rural";"Paralisada";0;0;1260;9;8;11;0;0;156;0;0;0;1
1996;"Norte";"PA";"Pará";"Estadual";"Urbana";"Em Atividade";615778;17865;1260;320401;134279;79473;133752;3209;156;63351;19436;26629;1015
1996;"Norte";"PA";"Pará";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;12;0;0;156;0;0;0;1
1996;"Norte";"PA";"Pará";"Estadual";"Urbana";"Paralisada";0;0;1260;67;27;51;0;0;156;0;0;0;1
1996;"Norte";"PA";"Pará";"Federal";"Urbana";"Em Atividade";4534;128;1260;3894;465;25;3478;101;156;1312;241;785;4
1996;"Norte";"PA";"Pará";"Municipal";"Rural";"Em Atividade";280190;4034;1260;132647;54405;46937;93;6;156;61;7;14;8167
1996;"Norte";"PA";"Pará";"Municipal";"Rural";"Extinta";0;0;1260;6;0;8;0;0;156;0;0;0;10
1996;"Norte";"PA";"Pará";"Municipal";"Rural";"Paralisada";0;0;1260;10;6;6;0;0;156;0;0;0;4
1996;"Norte";"PA";"Pará";"Municipal";"Urbana";"Em Atividade";222123;6711;1260;120313;38506;28133;2735;73;156;1101;126;89;755
1996;"Norte";"PA";"Pará";"Privada";"Rural";"Em Atividade";1684;65;1260;1238;207;203;199;5;156;112;50;16;12
1996;"Norte";"PA";"Pará";"Privada";"Urbana";"Em Atividade";68907;2220;1260;54620;6017;2058;19139;434;156;11357;1092;2011;258
1996;"Norte";"PA";"Pará";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Em Atividade";34031;999;1260;19973;6860;5341;1249;38;156;679;235;314;186
1996;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Em Atividade";685262;18022;1260;388535;147019;121744;154053;3473;156;85787;18167;36873;971
1996;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;5
1996;"Nordeste";"PE";"Pernambuco";"Federal";"Rural";"Em Atividade";176;4;1260;115;55;13;1456;63;156;1068;44;36;10
1996;"Nordeste";"PE";"Pernambuco";"Federal";"Urbana";"Em Atividade";1003;30;1260;705;109;43;757;25;156;424;101;61;8
1996;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Em Atividade";366704;6523;1260;180333;100482;63376;2590;120;156;1506;121;368;7094
1996;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Extinta";0;0;1260;10;5;0;0;0;156;0;0;0;24
1996;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Paralisada";0;0;1260;100;59;46;0;0;156;0;0;0;7
1996;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Em Atividade";382960;10875;1260;204956;81575;58011;40251;1035;156;25010;3111;7282;1092
1996;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;5
1996;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Em Atividade";12878;303;1260;8367;3154;1450;459;19;156;370;9;14;177
1996;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;4
1996;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Paralisada";0;0;1260;92;55;28;0;0;156;0;0;0;3
1996;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Em Atividade";235346;9282;1260;202482;24035;7328;50999;1240;156;40965;3748;4497;1482
1996;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Extinta";0;0;1260;40;28;5;0;0;156;0;0;0;5
1996;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Em Atividade";20506;727;1260;10579;5361;2922;0;0;156;0;0;0;294
1996;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Paralisada";0;0;1260;10;0;20;0;0;156;0;0;0;1
1996;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Em Atividade";222455;7079;1260;127067;48717;31732;35708;885;156;18719;4352;7504;735
1996;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"PI";"Piauí";"Federal";"Urbana";"Em Atividade";405;15;1260;299;106;20;3494;97;156;2676;549;447;7
1996;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Em Atividade";209287;5415;1260;96776;66945;33631;14;3;156;11;0;4;6395
1996;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Extinta";0;0;1260;6;4;8;0;0;156;0;0;0;2
1996;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Paralisada";0;0;1260;51;72;32;0;0;156;0;0;0;14
1996;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Em Atividade";85843;2896;1260;47013;18148;12360;2099;57;156;1012;523;372;362
1996;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Paralisada";0;0;1260;4;3;15;0;0;156;0;0;0;2
1996;"Nordeste";"PI";"Piauí";"Privada";"Rural";"Em Atividade";4195;185;1260;2858;775;298;0;0;156;0;0;0;32
1996;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Em Atividade";72129;3319;1260;58789;6192;2669;16229;530;156;12328;1519;1409;502
1996;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Em Atividade";30564;1094;1260;15642;6742;3965;124;6;156;72;5;31;536
1996;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Urbana";"Em Atividade";235468;7690;1260;136146;45557;33030;56068;1620;156;33252;5401;13288;518
1996;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Rural";"Em Atividade";226;16;1260;195;42;2;191;12;156;167;10;12;1
1996;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Urbana";"Em Atividade";0;0;1260;0;0;0;3340;104;156;2904;468;41;2
1996;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Em Atividade";102678;3684;1260;47614;32459;17777;58;3;156;44;0;25;2467
1996;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Extinta";0;0;1260;10;6;19;0;0;156;0;0;0;4
1996;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Paralisada";0;0;1260;49;25;26;0;0;156;0;0;0;20
1996;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Urbana";"Em Atividade";127460;4343;1260;68787;30385;21891;7138;222;156;4335;603;1877;422
1996;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Rural";"Em Atividade";1587;62;1260;906;400;249;0;0;156;0;0;0;10
1996;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Em Atividade";90911;3467;1260;73296;16216;4623;16018;413;156;11350;1352;1003;384
1996;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Paralisada";0;0;1260;9;0;0;0;0;156;0;0;0;1
1996;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Rural";"Em Atividade";86772;4338;1260;66683;11954;4131;1254;47;156;1028;108;90;1320
1996;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Urbana";"Em Atividade";862627;31593;1260;597823;164021;67842;232051;7194;156;122010;43514;38057;1880
1996;"Sul";"RS";"Rio Grande do Sul";"Federal";"Rural";"Em Atividade";0;0;1260;0;0;0;1178;32;156;962;25;24;3
1996;"Sul";"RS";"Rio Grande do Sul";"Federal";"Urbana";"Em Atividade";863;27;1260;825;97;12;7678;252;156;5613;1306;754;8
1996;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Rural";"Em Atividade";162100;5980;1260;127359;25230;7335;419;20;156;248;28;16;6064
1996;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Urbana";"Em Atividade";447236;17710;1260;322217;78744;23253;4441;128;156;2314;1271;522;1432
1996;"Sul";"RS";"Rio Grande do Sul";"Privada";"Rural";"Em Atividade";1805;83;1260;1578;254;38;234;9;156;168;37;50;40
1996;"Sul";"RS";"Rio Grande do Sul";"Privada";"Urbana";"Em Atividade";176611;6452;1260;164155;12679;2054;76257;2301;156;58281;7925;3733;570
1996;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Em Atividade";40981;1304;1260;30856;3262;3994;2881;83;156;1518;308;371;514
1996;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Paralisada";0;0;1260;7;0;0;0;0;156;0;0;0;7
1996;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Em Atividade";568165;16927;1260;398746;67193;44649;252874;6186;156;149065;25866;34352;1389
1996;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;3
1996;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sudeste";"RJ";"Rio de Janeiro";"Federal";"Urbana";"Em Atividade";10568;332;1260;8311;1105;80;12203;356;156;8840;1913;400;21
1996;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Em Atividade";80976;3041;1260;50951;13600;6697;306;12;156;197;8;13;1540
1996;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;7
1996;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Em Atividade";1014608;30115;1260;693990;169946;59827;22689;591;156;13875;2891;3285;2132
1996;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Rural";"Em Atividade";2322;86;1260;1779;286;38;449;19;156;314;16;37;14
1996;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Urbana";"Em Atividade";444767;15731;1260;382890;34410;7537;123616;3827;156;93295;11885;7032;1471
1996;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;2
1996;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Urbana";"Paralisada";0;0;1260;58;8;11;0;0;156;0;0;0;4
1996;"Norte";"RO";"Rondônia";"Estadual";"Rural";"Em Atividade";10393;352;1260;6873;1305;1520;160;8;156;47;1;20;156
1996;"Norte";"RO";"Rondônia";"Estadual";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Norte";"RO";"Rondônia";"Estadual";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;3
1996;"Norte";"RO";"Rondônia";"Estadual";"Urbana";"Em Atividade";164215;5159;1260;105619;27830;19739;27156;738;156;13997;2310;3875;264
1996;"Norte";"RO";"Rondônia";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;5
1996;"Norte";"RO";"Rondônia";"Federal";"Rural";"Em Atividade";148;2;1260;64;20;13;277;11;156;134;34;15;12
1996;"Norte";"RO";"Rondônia";"Municipal";"Rural";"Em Atividade";65667;604;1260;44096;12190;8056;0;0;156;0;0;0;2561
1996;"Norte";"RO";"Rondônia";"Municipal";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;31
1996;"Norte";"RO";"Rondônia";"Municipal";"Rural";"Paralisada";0;0;1260;60;7;27;0;0;156;0;0;0;29
1996;"Norte";"RO";"Rondônia";"Municipal";"Urbana";"Em Atividade";23739;789;1260;15877;3387;2598;439;14;156;283;4;59;67
1996;"Norte";"RO";"Rondônia";"Municipal";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Norte";"RO";"Rondônia";"Municipal";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Norte";"RO";"Rondônia";"Privada";"Rural";"Em Atividade";857;35;1260;653;111;73;223;8;156;145;1;6;9
1996;"Norte";"RO";"Rondônia";"Privada";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Norte";"RO";"Rondônia";"Privada";"Urbana";"Em Atividade";20704;943;1260;17652;1752;413;3973;139;156;3978;341;216;120
1996;"Norte";"RO";"Rondônia";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;3
1996;"Norte";"RR";"Roraima";"Estadual";"Rural";"Em Atividade";16637;602;1260;9245;3739;1642;433;15;156;174;15;60;394
1996;"Norte";"RR";"Roraima";"Estadual";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;17
1996;"Norte";"RR";"Roraima";"Estadual";"Rural";"Paralisada";0;0;1260;2;0;0;0;0;156;0;0;0;1
1996;"Norte";"RR";"Roraima";"Estadual";"Urbana";"Em Atividade";39854;1328;1260;30878;4832;4193;9684;264;156;4897;765;2037;64
1996;"Norte";"RR";"Roraima";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;4
1996;"Norte";"RR";"Roraima";"Federal";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Norte";"RR";"Roraima";"Federal";"Urbana";"Em Atividade";843;28;1260;430;45;2;825;28;156;524;138;99;3
1996;"Norte";"RR";"Roraima";"Municipal";"Rural";"Em Atividade";25;1;1260;9;2;4;0;0;156;0;0;0;1
1996;"Norte";"RR";"Roraima";"Municipal";"Urbana";"Em Atividade";1844;70;1260;1277;285;102;0;0;156;0;0;0;7
1996;"Norte";"RR";"Roraima";"Privada";"Urbana";"Em Atividade";770;36;1260;652;12;11;207;7;156;133;13;4;5
1996;"Sul";"SC";"Santa Catarina";"Estadual";"Rural";"Em Atividade";119389;3407;1260;91898;14977;5824;3170;120;156;2081;208;338;3011
1996;"Sul";"SC";"Santa Catarina";"Estadual";"Rural";"Paralisada";0;0;1260;208;30;19;0;0;156;0;0;0;352
1996;"Sul";"SC";"Santa Catarina";"Estadual";"Urbana";"Em Atividade";497406;16484;1260;372614;69126;28292;129569;4018;156;78316;12233;16511;1057
1996;"Sul";"SC";"Santa Catarina";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sul";"SC";"Santa Catarina";"Estadual";"Urbana";"Paralisada";0;0;1260;599;88;66;0;0;156;0;0;0;29
1996;"Sul";"SC";"Santa Catarina";"Federal";"Rural";"Em Atividade";49;0;1260;30;8;6;373;12;156;358;13;9;3
1996;"Sul";"SC";"Santa Catarina";"Federal";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sul";"SC";"Santa Catarina";"Federal";"Urbana";"Em Atividade";1544;46;1260;1190;267;104;4095;163;156;2827;745;168;6
1996;"Sul";"SC";"Santa Catarina";"Municipal";"Rural";"Em Atividade";64382;1287;1260;48819;8880;3113;60;5;156;66;9;6;2758
1996;"Sul";"SC";"Santa Catarina";"Municipal";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;4
1996;"Sul";"SC";"Santa Catarina";"Municipal";"Rural";"Paralisada";0;0;1260;351;72;20;0;0;156;0;0;0;683
1996;"Sul";"SC";"Santa Catarina";"Municipal";"Urbana";"Em Atividade";190863;6834;1260;149932;26192;9893;2573;74;156;1457;327;640;648
1996;"Sul";"SC";"Santa Catarina";"Municipal";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sul";"SC";"Santa Catarina";"Municipal";"Urbana";"Paralisada";0;0;1260;48;2;0;0;0;156;0;0;0;30
1996;"Sul";"SC";"Santa Catarina";"Privada";"Rural";"Em Atividade";25;0;1260;23;10;12;104;3;156;104;11;18;4
1996;"Sul";"SC";"Santa Catarina";"Privada";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sul";"SC";"Santa Catarina";"Privada";"Urbana";"Em Atividade";82087;2921;1260;74207;3571;417;38840;1054;156;30176;2430;1999;356
1996;"Sul";"SC";"Santa Catarina";"Privada";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sul";"SC";"Santa Catarina";"Privada";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;72
1996;"Nordeste";"SE";"Sergipe";"Estadual";"Rural";"Em Atividade";13898;424;1260;7202;3726;1663;0;0;156;0;0;0;112
1996;"Nordeste";"SE";"Sergipe";"Estadual";"Urbana";"Em Atividade";181000;4941;1260;98615;52767;31441;23017;565;156;11676;3501;6330;245
1996;"Nordeste";"SE";"Sergipe";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;2
1996;"Nordeste";"SE";"Sergipe";"Federal";"Rural";"Em Atividade";0;0;1260;0;0;0;370;13;156;113;42;88;1
1996;"Nordeste";"SE";"Sergipe";"Federal";"Urbana";"Em Atividade";272;8;1260;237;0;0;1982;75;156;1578;283;191;3
1996;"Nordeste";"SE";"Sergipe";"Municipal";"Rural";"Em Atividade";89736;2441;1260;37688;33666;18715;0;0;156;0;0;0;1365
1996;"Nordeste";"SE";"Sergipe";"Municipal";"Rural";"Paralisada";0;0;1260;2;4;0;0;0;156;0;0;0;1
1996;"Nordeste";"SE";"Sergipe";"Municipal";"Urbana";"Em Atividade";68682;2160;1260;33167;18870;16098;7116;183;156;3970;908;1724;224
1996;"Nordeste";"SE";"Sergipe";"Municipal";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Nordeste";"SE";"Sergipe";"Privada";"Rural";"Em Atividade";883;40;1260;945;143;179;80;6;156;51;0;31;9
1996;"Nordeste";"SE";"Sergipe";"Privada";"Urbana";"Em Atividade";46697;1850;1260;38610;5674;1888;11162;324;156;9154;1792;1100;218
1996;"Sudeste";"SP";"São Paulo";"Estadual";"Rural";"Em Atividade";178586;4129;1260;128235;21969;15109;6066;183;156;5032;175;859;2667
1996;"Sudeste";"SP";"São Paulo";"Estadual";"Rural";"Extinta";0;0;1260;4817;797;669;0;0;156;0;0;0;182
1996;"Sudeste";"SP";"São Paulo";"Estadual";"Rural";"Paralisada";0;0;1260;83;6;1;0;0;156;0;0;0;22
1996;"Sudeste";"SP";"São Paulo";"Estadual";"Urbana";"Em Atividade";4890563;136033;1260;3898706;591182;374733;1311538;32762;156;880907;109386;244167;6264
1996;"Sudeste";"SP";"São Paulo";"Estadual";"Urbana";"Extinta";0;0;1260;16098;2357;1760;0;0;156;1550;63;611;103
1996;"Sudeste";"SP";"São Paulo";"Estadual";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;54
1996;"Sudeste";"SP";"São Paulo";"Municipal";"Rural";"Em Atividade";7520;180;1260;4374;970;303;14;1;156;32;0;1;145
1996;"Sudeste";"SP";"São Paulo";"Municipal";"Rural";"Extinta";0;0;1260;125;22;1;0;0;156;50;0;0;3
1996;"Sudeste";"SP";"São Paulo";"Municipal";"Urbana";"Em Atividade";716978;20297;1260;540976;81199;25598;32326;921;156;23762;3065;4550;752
1996;"Sudeste";"SP";"São Paulo";"Municipal";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;10
1996;"Sudeste";"SP";"São Paulo";"Municipal";"Urbana";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Sudeste";"SP";"São Paulo";"Privada";"Rural";"Em Atividade";3322;108;1260;2830;180;25;2147;67;156;2067;85;42;17
1996;"Sudeste";"SP";"São Paulo";"Privada";"Urbana";"Em Atividade";762767;28277;1260;682740;34463;3870;316273;10240;156;247159;23284;22798;2305
1996;"Sudeste";"SP";"São Paulo";"Privada";"Urbana";"Extinta";0;0;1260;355;96;41;0;0;156;1368;169;103;21
1996;"Sudeste";"SP";"São Paulo";"Privada";"Urbana";"Paralisada";0;0;1260;17;1;0;0;0;156;62;6;22;3
1996;"Norte";"TO";"Tocantins";"Estadual";"Rural";"Em Atividade";14379;456;1260;6772;1553;1776;133;6;156;104;1;13;134
1996;"Norte";"TO";"Tocantins";"Estadual";"Rural";"Paralisada";0;0;1260;0;0;0;0;0;156;0;0;0;2
1996;"Norte";"TO";"Tocantins";"Estadual";"Urbana";"Em Atividade";201877;6399;1260;112278;21703;29654;40224;1122;156;20324;1756;4995;391
1996;"Norte";"TO";"Tocantins";"Estadual";"Urbana";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;1
1996;"Norte";"TO";"Tocantins";"Federal";"Rural";"Em Atividade";471;17;1260;78;72;46;0;0;156;0;0;0;14
1996;"Norte";"TO";"Tocantins";"Municipal";"Rural";"Em Atividade";50425;692;1260;25713;7832;7701;99;5;156;22;0;6;1969
1996;"Norte";"TO";"Tocantins";"Municipal";"Rural";"Extinta";0;0;1260;0;0;0;0;0;156;0;0;0;11
1996;"Norte";"TO";"Tocantins";"Municipal";"Rural";"Paralisada";0;0;1260;11;1;4;0;0;156;0;0;0;17
1996;"Norte";"TO";"Tocantins";"Municipal";"Urbana";"Em Atividade";49451;1683;1260;26249;5634;8834;681;21;156;557;20;143;232
